conjecture,step,i,j,x_lo_inf,x_hi_sup,y_lo_inf,y_hi_sup,L_lower,ok,min_so_far,run_timestamp
J2,1-2,9,90,0.59599999999999998,0.6080000000000001,0.75802540378443851,0.75922540378443871,1.34004239096413418e+01,1,1.03124595683208096e+01,2026-03-12 00:06:09
J2,1-2,9,91,0.59599999999999998,0.6080000000000001,0.75682540378443853,0.75802540378443873,1.34427251464061258e+01,1,1.03124595683208096e+01,2026-03-12 00:06:32
J2,1-2,9,92,0.59599999999999998,0.6080000000000001,0.75562540378443855,0.75682540378443875,1.34846702561712118e+01,1,1.03124595683208096e+01,2026-03-12 00:06:55
J2,1-2,9,93,0.59599999999999998,0.6080000000000001,0.75442540378443857,0.75562540378443877,1.35275690796675310e+01,1,1.03124595683208096e+01,2026-03-12 00:07:18
J2,1-2,9,94,0.59599999999999998,0.6080000000000001,0.75322540378443859,0.75442540378443879,1.35723576043956218e+01,1,1.03124595683208096e+01,2026-03-12 00:07:40
J2,1-2,9,95,0.59599999999999998,0.6080000000000001,0.7520254037844385,0.7532254037844387,1.36140671782178835e+01,1,1.03124595683208096e+01,2026-03-12 00:08:03
J2,1-2,9,96,0.59599999999999998,0.6080000000000001,0.75082540378443852,0.75202540378443872,1.36575312502042135e+01,1,1.03124595683208096e+01,2026-03-12 00:08:26
J2,1-2,9,97,0.59599999999999998,0.6080000000000001,0.74962540378443854,0.75082540378443874,1.37012115253450624e+01,1,1.03124595683208096e+01,2026-03-12 00:08:49
J2,1-2,9,98,0.59599999999999998,0.6080000000000001,0.74842540378443856,0.74962540378443876,1.37461278830859382e+01,1,1.03124595683208096e+01,2026-03-12 00:09:11
J2,1-2,9,99,0.59599999999999998,0.6080000000000001,0.74722540378443858,0.74842540378443879,1.37911586418540307e+01,1,1.03124595683208096e+01,2026-03-12 00:09:34
J2,1-2,9,100,0.59599999999999998,0.6080000000000001,0.7460254037844385,0.7472254037844387,1.38338187515634293e+01,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,1,0.60799999999999999,0.62,0.86482540378443851,0.86602540378443871,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,2,0.60799999999999999,0.62,0.86362540378443853,0.86482540378443873,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,3,0.60799999999999999,0.62,0.86242540378443855,0.86362540378443875,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,4,0.60799999999999999,0.62,0.86122540378443858,0.86242540378443878,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,5,0.60799999999999999,0.62,0.8600254037844386,0.8612254037844388,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,6,0.60799999999999999,0.62,0.85882540378443851,0.86002540378443882,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,7,0.60799999999999999,0.62,0.85762540378443853,0.85882540378443873,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,8,0.60799999999999999,0.62,0.85642540378443855,0.85762540378443875,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,9,0.60799999999999999,0.62,0.85522540378443857,0.85642540378443877,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,10,0.60799999999999999,0.62,0.85402540378443859,0.85522540378443879,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,11,0.60799999999999999,0.62,0.8528254037844385,0.85402540378443881,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,12,0.60799999999999999,0.62,0.85162540378443852,0.85282540378443872,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,13,0.60799999999999999,0.62,0.85042540378443854,0.85162540378443874,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,14,0.60799999999999999,0.62,0.84922540378443856,0.85042540378443877,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
J2,1-2,10,15,0.60799999999999999,0.62,0.84802540378443859,0.84922540378443879,Inf,1,1.03124595683208096e+01,2026-03-12 00:09:57
